period_key,report_period,period_type,report_year,report_month,page_url,excel_url,publish_date,publish_date_source,table_index,indicator_category,indicator_seq,indicator_name_raw,indicator_name_normalized,indicator_unit,indicator_value_raw,indicator_value,mom_raw,mom,yoy_raw,yoy,parsing_source
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,2,价格,7,2021年12月份36个大中城市猪肉（后腿肉）零售价格（元/公斤）,2021年12月份36个大中城市猪肉（后腿肉）零售价格（元/公斤）,元/公斤,33.87,33.87,-1.1%,-0.011,-43.9%,-0.439,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,2,价格,8,2021年12月份县乡集贸市场猪肉零售价格（元/公斤）,2021年12月份县乡集贸市场猪肉零售价格（元/公斤）,元/公斤,28.41,28.41,3.5%,0.035,-42.8%,-0.428,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,3,消费,1,2021年居民家庭人均猪肉消费量（公斤/年·人）,2021年居民家庭人均猪肉消费量（公斤/年·人）,公斤/年·人,25.2,25.2,—,,38.7%,0.387,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,4,进出口,1,2021年12月进口猪肉（万吨）,2021年12月进口猪肉（万吨）,万吨,16.71,16.71,-17.9%,-0.179,-62.0%,-0.62,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,4,进出口,2,2021年12月进口猪杂碎（万吨）,2021年12月进口猪杂碎（万吨）,万吨,10.43,10.43,-5.9%,-0.059,-11.0%,-0.11,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,4,进出口,3,2021年12月出口猪肉（万吨）,2021年12月出口猪肉（万吨）,万吨,0.25,0.25,19.3%,0.193,186.1%,1.861,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,4,进出口,4,2021年12月出口猪杂碎（万吨）,2021年12月出口猪杂碎（万吨）,万吨,0.6,0.6,-1.1%,-0.011,16.9%,0.169,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,4,进出口,5,2021年1-12月累计进口猪肉（万吨）,2021年1-12月累计进口猪肉（万吨）,万吨,371.06,371.06,—,,-15.5%,-0.155,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,4,进出口,6,2021年1-12月累计进口猪杂碎（万吨）,2021年1-12月累计进口猪杂碎（万吨）,万吨,129.41,129.41,—,,-3.5%,-0.035,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,4,进出口,7,2021年1-12月累计出口猪肉（万吨）,2021年1-12月累计出口猪肉（万吨）,万吨,1.81,1.81,—,,67.8%,0.678,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,4,进出口,8,2021年1-12月累计出口猪杂碎（万吨）,2021年1-12月累计出口猪杂碎（万吨）,万吨,6.51,6.51,—,,-3.9%,-0.039,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,5,成本收益,1,2021年12月份猪粮比价,2021年12月份猪粮比价,,6.49,6.49,-0.3%,-0.003,-49.1%,-0.491,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,5,成本收益,2,2021年12月份散养生猪每头产值（元）,2021年12月份散养生猪每头产值（元）,元,2368.0,2368.0,5.1%,0.051,-46.1%,-0.461,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,5,成本收益,3,2021年12月份散养生猪每头成本（元）,2021年12月份散养生猪每头成本（元）,元,2074.0,2074.0,-4.5%,-0.045,-30.7%,-0.307,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,5,成本收益,4,2021年12月份散养生猪每头净利润（元）,2021年12月份散养生猪每头净利润（元）,元,295.0,295.0,253.4%,2.534,-79.0%,-0.79,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,5,成本收益,5,2021年12月份规模养殖生猪每头产值（元）,2021年12月份规模养殖生猪每头产值（元）,元,2360.0,2360.0,-2.7%,-0.027,-47.1%,-0.471,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,5,成本收益,6,2021年12月份规模养殖生猪每头成本（元）,2021年12月份规模养殖生猪每头成本（元）,元,2049.0,2049.0,-3.9%,-0.039,-31.0%,-0.31,html_table
2021-12,2021-12,month,2021,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2021/202112/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202201/P020220127536079209998.xlsx,2022-01-27,excel_url_token,5,成本收益,7,2021年12月份规模养殖生猪每头净利润（元）,2021年12月份规模养殖生猪每头净利润（元）,元,310.0,310.0,6.1%,0.061,-79.2%,-0.792,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,1,生产,1,2022年1月末能繁母猪存栏（万头）,2022年1月末能繁母猪存栏（万头）,万头,4290 （相当于正常保有量 的104.6%，产能 正常波动，处于绿色区域）,4290.0,-0.9%,-0.009,2.0%,0.02,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,1,生产,2,2022年1月份规模以上生猪定点屠宰企业屠宰量（万头）,2022年1月份规模以上生猪定点屠宰企业屠宰量（万头）,万头,2847,2847.0,-1.7%,-0.017,45.9%,0.459,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,2,价格,1,2022年1月份全国二元母猪销售价格（元/公斤）,2022年1月份全国二元母猪销售价格（元/公斤）,元/公斤,37.62,37.62,-4.0%,-0.04,-50.1%,-0.501,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,2,价格,2,2022年1月份全国仔猪价格（元/公斤）,2022年1月份全国仔猪价格（元/公斤）,元/公斤,26.55,26.55,-5.1%,-0.051,-70.2%,-0.702,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,2,价格,3,2022年1月份全国生猪出场价格（元/公斤）,2022年1月份全国生猪出场价格（元/公斤）,元/公斤,15.88,15.88,-11.5%,-0.115,-55.9%,-0.559,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,2,价格,4,2022年1月份全国批发市场白条猪价格（元/公斤）,2022年1月份全国批发市场白条猪价格（元/公斤）,元/公斤,22.26,22.26,-7.2%,-0.072,-52.3%,-0.523,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,2,价格,5,2022年1月份36个大中城市批发市场白条猪价格（元/公斤）,2022年1月份36个大中城市批发市场白条猪价格（元/公斤）,元/公斤,21.44,21.44,-8.7%,-0.087,-53.8%,-0.538,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,2,价格,6,2022年1月份36个大中城市猪肉（精瘦肉）零售价格（元/公斤）,2022年1月份36个大中城市猪肉（精瘦肉）零售价格（元/公斤）,元/公斤,33.32,33.32,-3.0%,-0.03,-44.3%,-0.443,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,2,价格,7,2022年1月份36个大中城市猪肉（后腿肉）零售价格（元/公斤）,2022年1月份36个大中城市猪肉（后腿肉）零售价格（元/公斤）,元/公斤,32.26,32.26,-4.8%,-0.048,-47.8%,-0.478,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,2,价格,8,2022年1月份县乡集贸市场猪肉零售价格（元/公斤）,2022年1月份县乡集贸市场猪肉零售价格（元/公斤）,元/公斤,26.74,26.74,-5.9%,-0.059,-50.1%,-0.501,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,3,消费,1,2022年1月份猪粮比价,2022年1月份猪粮比价,,5.77,5.77,-11.1%,-0.111,-54.6%,-0.546,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,3,消费,2,2022年1月份散养生猪每头产值（元）,2022年1月份散养生猪每头产值（元）,元,2015.0,2015.0,-14.9%,-0.149,-56.2%,-0.562,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,3,消费,3,2022年1月份散养生猪每头成本（元）,2022年1月份散养生猪每头成本（元）,元,2058.0,2058.0,-0.7%,-0.007,-31.3%,-0.313,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,3,消费,4,2022年1月份散养生猪每头净利润（元）,2022年1月份散养生猪每头净利润（元）,元,-44.0,-44.0,-114.9%,-1.149,-102.7%,-1.027,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,3,消费,5,2022年1月份规模养殖生猪每头产值（元）,2022年1月份规模养殖生猪每头产值（元）,元,2025.0,2025.0,-14.2%,-0.142,-57.2%,-0.572,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,3,消费,6,2022年1月份规模养殖生猪每头成本（元）,2022年1月份规模养殖生猪每头成本（元）,元,1978.0,1978.0,-3.5%,-0.035,-34.4%,-0.344,html_table
2022-01,2022-01,month,2022,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202201/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/202202/P020220225339745689065.xlsx,2022-02-25,excel_url_token,3,消费,7,2022年1月份规模养殖生猪每头净利润（元）,2022年1月份规模养殖生猪每头净利润（元）,元,47.0,47.0,-84.9%,-0.849,-97.3%,-0.973,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,1,生产,1,2022年2月末能繁母猪存栏（万头）,2022年2月末能繁母猪存栏（万头）,万头,4268 （相当于正常保有量 的104.1%，产能 正常，处于绿色区域）,4268.0,-0.5%,-0.005,0.5%,0.005,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,1,生产,2,2022年2月份规模以上生猪定点屠宰企业屠宰量（万头）,2022年2月份规模以上生猪定点屠宰企业屠宰量（万头）,万头,1568,1568.0,-44.9%,-0.449,10.1%,0.101,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,1,生产,3,2022年1-2月规模以上生猪定点屠宰企业屠宰量（万头）,2022年1-2月规模以上生猪定点屠宰企业屠宰量（万头）,万头,4416,4416.0,—,,30.8%,0.308,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,2,价格,1,2022年2月份全国二元母猪销售价格（元/公斤）,2022年2月份全国二元母猪销售价格（元/公斤）,元/公斤,36.27,36.27,-3.6%,-0.036,-51.5%,-0.515,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,2,价格,2,2022年2月份全国仔猪价格（元/公斤）,2022年2月份全国仔猪价格（元/公斤）,元/公斤,25.41,25.41,-4.3%,-0.043,-72.0%,-0.72,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,2,价格,3,2022年2月份全国生猪出场价格（元/公斤）,2022年2月份全国生猪出场价格（元/公斤）,元/公斤,14.16,14.16,-10.8%,-0.108,-55.6%,-0.556,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,2,价格,4,2022年2月份全国批发市场白条猪价格（元/公斤）,2022年2月份全国批发市场白条猪价格（元/公斤）,元/公斤,20.36,20.36,-8.5%,-0.085,-53.0%,-0.53,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,2,价格,5,2022年2月份36个大中城市批发市场白条猪价格（元/公斤）,2022年2月份36个大中城市批发市场白条猪价格（元/公斤）,元/公斤,19.62,19.62,-8.5%,-0.085,-54.0%,-0.54,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,2,价格,6,2022年2月份36个大中城市猪肉（精瘦肉）零售价格（元/公斤）,2022年2月份36个大中城市猪肉（精瘦肉）零售价格（元/公斤）,元/公斤,32.24,32.24,-3.2%,-0.032,-45.3%,-0.453,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,2,价格,7,2022年2月份36个大中城市猪肉（后腿肉）零售价格（元/公斤）,2022年2月份36个大中城市猪肉（后腿肉）零售价格（元/公斤）,元/公斤,31.26,31.26,-3.1%,-0.031,-49.5%,-0.495,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,2,价格,8,2022年2月份县乡集贸市场猪肉零售价格（元/公斤）,2022年2月份县乡集贸市场猪肉零售价格（元/公斤）,元/公斤,25.27,25.27,-5.5%,-0.055,-50.3%,-0.503,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,3,消费,1,2022年2月进口猪肉（万吨）,2022年2月进口猪肉（万吨）,万吨,12.76,12.76,-15.3%,-0.153,-60.4%,-0.604,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,3,消费,2,2022年2月进口猪杂碎（万吨）,2022年2月进口猪杂碎（万吨）,万吨,8.34,8.34,-9.8%,-0.098,-8.2%,-0.082,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,3,消费,3,2022年2月出口猪肉（万吨）,2022年2月出口猪肉（万吨）,万吨,0.16,0.16,-25.2%,-0.252,179.6%,1.796,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,3,消费,4,2022年2月出口猪杂碎（万吨）,2022年2月出口猪杂碎（万吨）,万吨,0.34,0.34,-42.1%,-0.421,-35.0%,-0.35,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,3,消费,5,2022年1-2月累计进口猪肉（万吨）,2022年1-2月累计进口猪肉（万吨）,万吨,27.82,27.82,—,,-60.4%,-0.604,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,3,消费,6,2022年1-2月累计进口猪杂碎（万吨）,2022年1-2月累计进口猪杂碎（万吨）,万吨,17.58,17.58,—,,-9.4%,-0.094,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,3,消费,7,2022年1-2月累计出口猪肉（万吨）,2022年1-2月累计出口猪肉（万吨）,万吨,0.38,0.38,—,,157.0%,1.57,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,3,消费,8,2022年1-2月累计出口猪杂碎（万吨）,2022年1-2月累计出口猪杂碎（万吨）,万吨,0.93,0.93,—,,-12.4%,-0.124,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,4,进出口,1,2022年2月份猪粮比价,2022年2月份猪粮比价,,5.13,5.13,-11.1%,-0.111,-52.0%,-0.52,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,4,进出口,2,2022年2月份散养生猪每头产值（元）,2022年2月份散养生猪每头产值（元）,元,1706.0,1706.0,-15.3%,-0.153,-55.4%,-0.554,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,4,进出口,3,2022年2月份散养生猪每头成本（元）,2022年2月份散养生猪每头成本（元）,元,1898.0,1898.0,-7.8%,-0.078,-36.3%,-0.363,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,4,进出口,4,2022年2月份散养生猪每头净利润（元）,2022年2月份散养生猪每头净利润（元）,元,-192.0,-192.0,339.7%,3.397,-122.7%,-1.227,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,4,进出口,5,2022年2月份规模养殖生猪每头产值（元）,2022年2月份规模养殖生猪每头产值（元）,元,1767.0,1767.0,-12.7%,-0.127,-56.7%,-0.567,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,4,进出口,6,2022年2月份规模养殖生猪每头成本（元）,2022年2月份规模养殖生猪每头成本（元）,元,1891.0,1891.0,-4.4%,-0.044,-36.5%,-0.365,html_table
2022-02,2022-02,month,2022,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202202/202203/P020220331526409448839.xlsx,2022-03-31,excel_url_token,4,进出口,7,2022年2月份规模养殖生猪每头净利润（元）,2022年2月份规模养殖生猪每头净利润（元）,元,-124.0,-124.0,-365.0%,-3.65,-111.3%,-1.113,html_table
2022-03,2022-03,month,2022,3,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202203/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202203/202204/P020220429594795734174.xlsx,2022-04-29,excel_url_token,1,生产,1,2022年1季度末能繁母猪存栏（万头）,2022年1季度末能繁母猪存栏（万头）,万头,4185 （相当于正常保有量 的102.1%，产能 正常，处于绿色区域）,4185.0,-3.3%,-0.033,-3.1%,-0.031,html_table
2022-03,2022-03,month,2022,3,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202203/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202203/202204/P020220429594795734174.xlsx,2022-04-29,excel_url_token,1,生产,2,2022年1季度末生猪存栏（万头）,2022年1季度末生猪存栏（万头）,万头,42253,42253.0,-5.9%,-0.059,1.6%,0.016,html_table
2022-03,2022-03,month,2022,3,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202203/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202203/202204/P020220429594795734174.xlsx,2022-04-29,excel_url_token,1,生产,3,2022年1季度生猪出栏（万头）,2022年1季度生猪出栏（万头）,万头,19566,19566.0,—,,14.1%,0.141,html_table
2022-03,2022-03,month,2022,3,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202203/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202203/202204/P020220429594795734174.xlsx,2022-04-29,excel_url_token,1,生产,4,2022年3月份规模以上生猪定点屠宰企业屠宰量（万头）,2022年3月份规模以上生猪定点屠宰企业屠宰量（万头）,万头,2590,2590.0,65.2%,0.652,71.7%,0.717,html_table
2022-03,2022-03,month,2022,3,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202203/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202203/202204/P020220429594795734174.xlsx,2022-04-29,excel_url_token,1,生产,5,2022年1-3月规模以上生猪定点屠宰企业屠宰量（万头）,2022年1-3月规模以上生猪定点屠宰企业屠宰量（万头）,万头,7006,7006.0,—,,43.4%,0.434,html_table
2022-03,2022-03,month,2022,3,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202203/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2022/202203/202204/P020220429594795734174.xlsx,2022-04-29,excel_url_token,1,生产,6,2022年1季度猪肉产量（万吨）,2022年1季度猪肉产量（万吨）,万吨,1561,1561.0,—,,14.0%,0.14,html_table
