search_keyword,search_page_no,article_id,article_url,title,publish_datetime,province,product_name,avg_price,avg_price_unit,last_year_price,last_year_price_unit,mom_pct,yoy_pct,raw_html_path,parsing_method,validation_flag,validation_notes
河南省瘦肉型肉猪(110kg左右)价格,3,513215,https://www.soozhu.com/article/513215/,2025.12.26河南省瘦肉型肉猪(110kg左右)价格,2025-12-26 10:30,河南省,瘦肉型肉猪(110kg左右),11.65,元/公斤,15.69,元/公斤,-0.0026,,data/raw/soozhu_henan_hog_daily/article_html/2025-12-26_10-30_513215.html,html_text,ok,yoy_pct_not_displayed_on_page
河南省瘦肉型肉猪(110kg左右)价格,3,513176,https://www.soozhu.com/article/513176/,2025.12.25河南省瘦肉型肉猪(110kg左右)价格,2025-12-25 10:30,河南省,瘦肉型肉猪(110kg左右),11.29,元/公斤,15.77,元/公斤,-0.0028,,data/raw/soozhu_henan_hog_daily/article_html/2025-12-25_10-30_513176.html,html_text,ok,yoy_pct_not_displayed_on_page
河南省瘦肉型肉猪(110kg左右)价格,3,513124,https://www.soozhu.com/article/513124/,2025.12.24河南省瘦肉型肉猪(110kg左右)价格,2025-12-24 10:30,河南省,瘦肉型肉猪(110kg左右),11.26,元/公斤,15.55,元/公斤,-0.0028,,data/raw/soozhu_henan_hog_daily/article_html/2025-12-24_10-30_513124.html,html_text,ok,yoy_pct_not_displayed_on_page
河南省瘦肉型肉猪(110kg左右)价格,4,513075,https://www.soozhu.com/article/513075/,2025.12.23河南省瘦肉型肉猪(110kg左右)价格,2025-12-23 10:30,河南省,瘦肉型肉猪(110kg左右),11.13,元/公斤,15.31,元/公斤,-0.0027,,data/raw/soozhu_henan_hog_daily/article_html/2025-12-23_10-30_513075.html,html_text,ok,yoy_pct_not_displayed_on_page
河南省瘦肉型肉猪(110kg左右)价格,4,513026,https://www.soozhu.com/article/513026/,2025.12.22河南省瘦肉型肉猪(110kg左右)价格,2025-12-22 10:30,河南省,瘦肉型肉猪(110kg左右),11.13,元/公斤,15.18,元/公斤,-0.0027,,data/raw/soozhu_henan_hog_daily/article_html/2025-12-22_10-30_513026.html,html_text,ok,yoy_pct_not_displayed_on_page
河南省瘦肉型肉猪(110kg左右)价格,4,512948,https://www.soozhu.com/article/512948/,2025.12.19河南省瘦肉型肉猪(110kg左右)价格,2025-12-19 10:30,河南省,瘦肉型肉猪(110kg左右),11.18,元/公斤,15.51,元/公斤,-0.0028,,data/raw/soozhu_henan_hog_daily/article_html/2025-12-19_10-30_512948.html,html_text,ok,yoy_pct_not_displayed_on_page
河南省瘦肉型肉猪(110kg左右)价格,4,512908,https://www.soozhu.com/article/512908/,2025.12.18河南省瘦肉型肉猪(110kg左右)价格,2025-12-18 10:30,河南省,瘦肉型肉猪(110kg左右),11.22,元/公斤,15.57,元/公斤,-0.0028,,data/raw/soozhu_henan_hog_daily/article_html/2025-12-18_10-30_512908.html,html_text,ok,yoy_pct_not_displayed_on_page
河南省瘦肉型肉猪(110kg左右)价格,4,512740,https://www.soozhu.com/article/512740/,2025.12.12河南省瘦肉型肉猪(110kg左右)价格,2025-12-12 10:30,河南省,瘦肉型肉猪(110kg左右),11.14,元/公斤,15.59,元/公斤,-0.0029,,data/raw/soozhu_henan_hog_daily/article_html/2025-12-12_10-30_512740.html,html_text,ok,yoy_pct_not_displayed_on_page
河南省瘦肉型肉猪(110kg左右)价格,4,512680,https://www.soozhu.com/article/512680/,2025.12.11河南省瘦肉型肉猪(110kg左右)价格,2025-12-11 10:30,河南省,瘦肉型肉猪(110kg左右),10.81,元/公斤,15.61,元/公斤,-0.0031,,data/raw/soozhu_henan_hog_daily/article_html/2025-12-11_10-30_512680.html,html_text,ok,yoy_pct_not_displayed_on_page
河南省瘦肉型肉猪(110kg左右)价格,4,512638,https://www.soozhu.com/article/512638/,2025.12.10河南省瘦肉型肉猪(110kg左右)价格,2025-12-10 10:30,河南省,瘦肉型肉猪(110kg左右),10.73,元/公斤,15.49,元/公斤,-0.0031,,data/raw/soozhu_henan_hog_daily/article_html/2025-12-10_10-30_512638.html,html_text,ok,yoy_pct_not_displayed_on_page
